Price,Symbol,Timestamp,Volume,Posttimestamp
1.0715,IC MARKETS:1,1719352861061,0,1719352863458

1.07147,IC MARKETS:1,1719352873922,0,1719352881020
1.0715,IC MARKETS:1,1719352876157,0,1719352881020


1.071475,IC MARKETS:1,1719352996481,0,1719353001021

1.07148,IC MARKETS:1,1719353082704,0,1719353085713
1.07145,IC MARKETS:1,1719353082910,0,1719353085713

1.07145,IC MARKETS:1,1719353173066,0,1719353181022

1.071465,IC MARKETS:1,1719353238426,0,1719353239908
1.07145,IC MARKETS:1,1719353273120,0,1719353275977

1.07146,IC MARKETS:1,1719353298541,0,1719353301023

1.07146,IC MARKETS:1,1719353351657,0,1719353389052
1.071475,IC MARKETS:1,1719353351945,0,1719353389052
1.07148,IC MARKETS:1,1719353358992,0,1719353391023
1.071475,IC MARKETS:1,1719353370266,0,1719353391023
1.07149,IC MARKETS:1,1719353374061,0,1719353391023
1.071475,IC MARKETS:1,1719353374464,0,1719353391023

1.07145,IC MARKETS:1,1719353458126,0,1719353459165
1.07145,IC MARKETS:1,1719353507666,0,1719353510199

1.071375,IC MARKETS:1,1719353570572,0,1719353588294
1.07135,IC MARKETS:1,1719353571343,0,1719353588294
1.071365,IC MARKETS:1,1719353581146,0,1719353588295



1.07148,IC MARKETS:1,1719353816632,0,1719353819515


1.07144,IC MARKETS:1,1719353894562,0,1719353901030

1.071445,IC MARKETS:1,1719353988218,0,1719353991031

1.07149,IC MARKETS:1,1719354080257,0,1719354081031




1.071465,IC MARKETS:1,1719354368207,0,1719354398057




1.07148,IC MARKETS:1,1719354676305,0,1719354678335
1.07149,IC MARKETS:1,1719354678321,0,1719354681036
1.07145,IC MARKETS:1,1719354701698,0,1719354704377
1.07146,IC MARKETS:1,1719354717296,0,1719354729409
1.07145,IC MARKETS:1,1719354720497,0,1719354729409
1.07144,IC MARKETS:1,1719354725079,0,1719354729409
1.07145,IC MARKETS:1,1719354725497,0,1719354729409

1.07142,IC MARKETS:1,1719354763575,0,1719354783453
1.07145,IC MARKETS:1,1719354763902,0,1719354783453
1.07144,IC MARKETS:1,1719354767300,0,1719354783453

1.07143,IC MARKETS:1,1719354783232,0,1719354801038
1.07144,IC MARKETS:1,1719354784911,0,1719354801038
1.07145,IC MARKETS:1,1719354797736,0,1719354801039
1.07144,IC MARKETS:1,1719354798038,0,1719354801039


1.07144,IC MARKETS:1,1719354918102,0,1719354927559
1.07145,IC MARKETS:1,1719354985301,0,1719354987606
1.07143,IC MARKETS:1,1719355000493,0,1719355002620






1.07139,IC MARKETS:1,1719355490700,0,1719355494110
1.07138,IC MARKETS:1,1719355491700,0,1719355494110





1.07133,IC MARKETS:1,1719355795733,0,1719355798411



1.07131,IC MARKETS:1,1719355966800,0,1719355971052
1.0713,IC MARKETS:1,1719355967296,0,1719355971052
1.07131,IC MARKETS:1,1719355970053,0,1719355977273
1.0713,IC MARKETS:1,1719355970459,0,1719355977273
1.07131,IC MARKETS:1,1719355971058,0,1719355977273
1.0713,IC MARKETS:1,1719355971302,0,1719355977273

1.07132,IC MARKETS:1,1719356067985,0,1719356091053
1.07133,IC MARKETS:1,1719356071452,0,1719356091053

1.07129,IC MARKETS:1,1719356170162,0,1719356172734



1.07127,IC MARKETS:1,1719356374574,0,1719356391054
1.07128,IC MARKETS:1,1719356375907,0,1719356391054

1.07121,IC MARKETS:1,1719356416063,0,1719356421055
1.07118,IC MARKETS:1,1719356434505,0,1719356451054
1.07117,IC MARKETS:1,1719356438703,0,1719356451055
1.07118,IC MARKETS:1,1719356441060,0,1719356451055
1.07117,IC MARKETS:1,1719356441706,0,1719356451055
1.07118,IC MARKETS:1,1719356443060,0,1719356451055
1.07117,IC MARKETS:1,1719356443910,0,1719356451055
1.07118,IC MARKETS:1,1719356451060,0,1719356465050
1.07117,IC MARKETS:1,1719356453496,0,1719356465051
1.07118,IC MARKETS:1,1719356457299,0,1719356465051
1.07117,IC MARKETS:1,1719356459298,0,1719356465051
1.07118,IC MARKETS:1,1719356460060,0,1719356465051

1.07117,IC MARKETS:1,1719356478062,0,1719356488080
1.07118,IC MARKETS:1,1719356480309,0,1719356488080
1.07116,IC MARKETS:1,1719356480697,0,1719356488080

1.07116,IC MARKETS:1,1719356575061,0,1719356577555

1.07115,IC MARKETS:1,1719356615515,0,1719356635232
1.07114,IC MARKETS:1,1719356621059,0,1719356635232
1.07115,IC MARKETS:1,1719356621321,0,1719356635233
1.07114,IC MARKETS:1,1719356622061,0,1719356635234
1.07115,IC MARKETS:1,1719356623102,0,1719356635234
1.07114,IC MARKETS:1,1719356623494,0,1719356635234
1.07115,IC MARKETS:1,1719356623955,0,1719356635234
1.07114,IC MARKETS:1,1719356629231,0,1719356635234
1.07115,IC MARKETS:1,1719356629418,0,1719356635234
1.07114,IC MARKETS:1,1719356634299,0,1719356635234

1.07115,IC MARKETS:1,1719356691060,0,1719356714279
1.07116,IC MARKETS:1,1719356692306,0,1719356714279
1.07115,IC MARKETS:1,1719356693099,0,1719356716282




1.07111,IC MARKETS:1,1719356971726,0,1719356974548

1.0711,IC MARKETS:1,1719357073536,0,1719357081064

1.07107,IC MARKETS:1,1719357153497,0,1719357162740
1.07108,IC MARKETS:1,1719357172310,0,1719357177838

1.07108,IC MARKETS:1,1719357190595,0,1719357192763
1.07107,IC MARKETS:1,1719357190770,0,1719357192763
1.07107,IC MARKETS:1,1719357196701,0,1719357201765
1.07105,IC MARKETS:1,1719357216328,0,1719357231064

1.07105,IC MARKETS:1,1719357242899,0,1719357244798
1.07104,IC MARKETS:1,1719357253114,0,1719357255813
1.07105,IC MARKETS:1,1719357253304,0,1719357255813
1.07104,IC MARKETS:1,1719357288901,0,1719357291065


1.07108,IC MARKETS:1,1719357366503,0,1719357367892

1.071045,IC MARKETS:1,1719357481272,0,1719357494995
1.07106,IC MARKETS:1,1719357483512,0,1719357494995
1.07105,IC MARKETS:1,1719357484695,0,1719357494995
1.07105,IC MARKETS:1,1719357493092,0,1719357494995

1.07106,IC MARKETS:1,1719357494205,0,1719357501066
1.07105,IC MARKETS:1,1719357531713,0,1719357534030

1.07105,IC MARKETS:1,1719357551061,0,1719357561066
1.07104,IC MARKETS:1,1719357552493,0,1719357561066


1.07103,IC MARKETS:1,1719357755441,0,1719357757261

1.07104,IC MARKETS:1,1719357801655,0,1719357803279
1.07105,IC MARKETS:1,1719357802062,0,1719357803279
1.07104,IC MARKETS:1,1719357802301,0,1719357803279


1.07106,IC MARKETS:1,1719357978695,0,1719357980413

1.07105,IC MARKETS:1,1719357978946,0,1719358023442
1.07106,IC MARKETS:1,1719358018098,0,1719358023444
1.07106,IC MARKETS:1,1719358019307,0,1719358023444
1.07105,IC MARKETS:1,1719358019495,0,1719358023444
1.07106,IC MARKETS:1,1719358019307,0,1719358023444
1.07105,IC MARKETS:1,1719358019495,0,1719358023444
1.07106,IC MARKETS:1,1719358019694,0,1719358023444
1.07105,IC MARKETS:1,1719358019895,0,1719358023444
1.07106,IC MARKETS:1,1719358021105,0,1719358023444
1.07105,IC MARKETS:1,1719358021365,0,1719358023444
1.07105,IC MARKETS:1,1719358049897,0,1719358051456



1.07099,IC MARKETS:1,1719358332711,0,1719358334685
1.07098,IC MARKETS:1,1719358349426,0,1719358355705
1.07099,IC MARKETS:1,1719358350060,0,1719358355706





1.07102,IC MARKETS:1,1719358754064,0,1719358761080
1.07101,IC MARKETS:1,1719358754696,0,1719358761080
1.07102,IC MARKETS:1,1719358755605,0,1719358761080
1.07101,IC MARKETS:1,1719358758333,0,1719358761080
1.07101,IC MARKETS:1,1719358816596,0,1719358818050
1.07101,IC MARKETS:1,1719358819698,0,1719358821081
1.07102,IC MARKETS:1,1719358819895,0,1719358821081
1.07102,IC MARKETS:1,1719358819488,0,1719358821081




1.07101,IC MARKETS:1,1719359118497,0,1719359144297

1.071,IC MARKETS:1,1719359199699,0,1719359206348
1.07098,IC MARKETS:1,1719359200704,0,1719359206348
1.07099,IC MARKETS:1,1719359200896,0,1719359206348
1.07098,IC MARKETS:1,1719359201809,0,1719359206348
1.07099,IC MARKETS:1,1719359202061,0,1719359206348


1.07097,IC MARKETS:1,1719359433706,0,1719359435518


1.07098,IC MARKETS:1,1719359528296,0,1719359530592
1.07099,IC MARKETS:1,1719359558363,0,1719359560612

1.07099,IC MARKETS:1,1719359624174,0,1719359636669
1.07098,IC MARKETS:1,1719359631947,0,1719359637666

1.07099,IC MARKETS:1,1719359676306,0,1719359691091
1.07098,IC MARKETS:1,1719359676843,0,1719359691091
1.07099,IC MARKETS:1,1719359676993,0,1719359691091
1.07098,IC MARKETS:1,1719359677694,0,1719359691092




1.07092,IC MARKETS:1,1719359981520,0,1719359991094
1.07093,IC MARKETS:1,1719359983300,0,1719359991094
1.07092,IC MARKETS:1,1719359986073,0,1719359991094
1.07093,IC MARKETS:1,1719359987894,0,1719359991094


1.07075,IC MARKETS:1,1719360075300,0,1719360077041
1.07076,IC MARKETS:1,1719360078494,0,1719360081095
1.07075,IC MARKETS:1,1719360080096,0,1719360081095
1.07071,IC MARKETS:1,1719360128896,0,1719360131137
1.0707,IC MARKETS:1,1719360129097,0,1719360131137




1.07068,IC MARKETS:1,1719360409494,0,1719360410503
1.07069,IC MARKETS:1,1719360460494,0,1719360462589
1.0707,IC MARKETS:1,1719360460711,0,1719360462589

1.07072,IC MARKETS:1,1719360477702,0,1719360480602
1.07068,IC MARKETS:1,1719360512097,0,1719360513666
1.07069,IC MARKETS:1,1719360512350,0,1719360513666
1.07068,IC MARKETS:1,1719360513097,0,1719360529678
1.07069,IC MARKETS:1,1719360513494,0,1719360529678


1.07069,IC MARKETS:1,1719360597909,0,1719360621100

1.07064,IC MARKETS:1,1719360671303,0,1719360681101
1.07064,IC MARKETS:1,1719360702404,0,1719360711101
1.07065,IC MARKETS:1,1719360702608,0,1719360711101
1.07064,IC MARKETS:1,1719360703967,0,1719360711101
1.07065,IC MARKETS:1,1719360705098,0,1719360711101
1.07066,IC MARKETS:1,1719360705697,0,1719360711101
1.07067,IC MARKETS:1,1719360705904,0,1719360711101
1.07064,IC MARKETS:1,1719360706296,0,1719360711101


1.07068,IC MARKETS:1,1719360791274,0,1719360801103
1.07067,IC MARKETS:1,1719360791490,0,1719360801103
1.07068,IC MARKETS:1,1719360792248,0,1719360801103
1.07067,IC MARKETS:1,1719360793073,0,1719360801103
1.07068,IC MARKETS:1,1719360793294,0,1719360801103
1.07067,IC MARKETS:1,1719360816296,0,1719360817992
1.07073,IC MARKETS:1,1719360843844,0,1719360861104
1.07074,IC MARKETS:1,1719360851296,0,1719360861104

1.07073,IC MARKETS:1,1719360858904,0,1719360888037
1.0707,IC MARKETS:1,1719360970254,0,1719360981106


1.07074,IC MARKETS:1,1719361067698,0,1719361069190
1.07075,IC MARKETS:1,1719361068095,0,1719361069190

1.07083,IC MARKETS:1,1719361170899,0,1719361172263


1.07092,IC MARKETS:1,1719361294133,0,1719361296377
1.07091,IC MARKETS:1,1719361311893,0,1719361313391
1.07099,IC MARKETS:1,1719361392721,0,1719361397462

1.07098,IC MARKETS:1,1719361396303,0,1719361398460


1.071,IC MARKETS:1,1719361548059,0,1719361551117
1.071,IC MARKETS:1,1719361560838,0,1719361563617

1.07098,IC MARKETS:1,1719361649295,0,1719361651679
1.07099,IC MARKETS:1,1719361652897,0,1719361680004
1.07098,IC MARKETS:1,1719361653295,0,1719361680004
1.07099,IC MARKETS:1,1719361653622,0,1719361680004
1.07098,IC MARKETS:1,1719361654077,0,1719361680004
1.07099,IC MARKETS:1,1719361654308,0,1719361680004
1.071,IC MARKETS:1,1719361659835,0,1719361680004

1.07098,IC MARKETS:1,1719361677297,0,1719361680004
1.07099,IC MARKETS:1,1719361677494,0,1719361680004
1.07098,IC MARKETS:1,1719361677297,0,1719361680004
1.07099,IC MARKETS:1,1719361677494,0,1719361680004

1.07099,IC MARKETS:1,1719361787260,0,1719361791118
1.07098,IC MARKETS:1,1719361788061,0,1719361791118
1.07099,IC MARKETS:1,1719361788699,0,1719361791118
1.07098,IC MARKETS:1,1719361789327,0,1719361791118

1.07095,IC MARKETS:1,1719361837312,0,1719361839833
1.07096,IC MARKETS:1,1719361845693,0,1719361851119
1.07097,IC MARKETS:1,1719361845900,0,1719361851119
1.07096,IC MARKETS:1,1719361847696,0,1719361851119
1.07097,IC MARKETS:1,1719361848303,0,1719361851119

1.07092,IC MARKETS:1,1719361906497,0,1719361907920

1.07095,IC MARKETS:1,1719361985094,0,1719362001119
1.07094,IC MARKETS:1,1719361986698,0,1719362001119
1.07094,IC MARKETS:1,1719361986059,0,1719362001119
1.07093,IC MARKETS:1,1719361986498,0,1719362001119
1.07094,IC MARKETS:1,1719361986698,0,1719362001120
1.07093,IC MARKETS:1,1719361987325,0,1719362001120

1.07094,IC MARKETS:1,1719361989079,0,1719362001120
1.07093,IC MARKETS:1,1719361989313,0,1719362001120
1.07094,IC MARKETS:1,1719361994304,0,1719362001120
1.07093,IC MARKETS:1,1719361994495,0,1719362001120
1.07095,IC MARKETS:1,1719362022007,0,1719362031120
1.07094,IC MARKETS:1,1719362025097,0,1719362031121
1.07095,IC MARKETS:1,1719362028297,0,1719362031121
1.07094,IC MARKETS:1,1719362046633,0,1719362061121
1.07095,IC MARKETS:1,1719362046896,0,1719362061121
1.07094,IC MARKETS:1,1719362047110,0,1719362061121
1.07093,IC MARKETS:1,1719362047305,0,1719362061121
1.07094,IC MARKETS:1,1719362047711,0,1719362061121
1.07093,IC MARKETS:1,1719362048059,0,1719362061121
1.07094,IC MARKETS:1,1719362048297,0,1719362061121
1.07093,IC MARKETS:1,1719362048684,0,1719362061121
1.07094,IC MARKETS:1,1719362049060,0,1719362061121
1.07093,IC MARKETS:1,1719362049295,0,1719362061121
1.07094,IC MARKETS:1,1719362049822,0,1719362061121
1.07093,IC MARKETS:1,1719362050094,0,1719362061121

1.07094,IC MARKETS:1,1719362050802,0,1719362061122
1.07093,IC MARKETS:1,1719362051297,0,1719362061122
1.07094,IC MARKETS:1,1719362051495,0,1719362061122
1.07091,IC MARKETS:1,1719362110942,0,1719362121122
1.0709,IC MARKETS:1,1719362113701,0,1719362121122
1.07089,IC MARKETS:1,1719362115497,0,1719362121122
1.0709,IC MARKETS:1,1719362115697,0,1719362121122

1.07084,IC MARKETS:1,1719362162302,0,1719362165112

1.07095,IC MARKETS:1,1719362261053,0,1719362279202
1.07095,IC MARKETS:1,1719362278965,0,1719362291210
1.07094,IC MARKETS:1,1719362279863,0,1719362291210
1.07095,IC MARKETS:1,1719362281295,0,1719362291210
1.07094,IC MARKETS:1,1719362281494,0,1719362291210

1.07091,IC MARKETS:1,1719362319548,0,1719362359256
1.07092,IC MARKETS:1,1719362323908,0,1719362362251
1.07089,IC MARKETS:1,1719362332712,0,1719362367254
1.0709,IC MARKETS:1,1719362336062,0,1719362367254
1.07089,IC MARKETS:1,1719362336374,0,1719362367254
1.0709,IC MARKETS:1,1719362336648,0,1719362367254
1.07091,IC MARKETS:1,1719362341096,0,1719362367254
1.07092,IC MARKETS:1,1719362341297,0,1719362367254
1.07091,IC MARKETS:1,1719362341673,0,1719362367254
1.07092,IC MARKETS:1,1719362349015,0,1719362367254
1.0709,IC MARKETS:1,1719362349504,0,1719362367254
1.07091,IC MARKETS:1,1719362350624,0,1719362367254
1.0709,IC MARKETS:1,1719362350872,0,1719362367254
1.07091,IC MARKETS:1,1719362351231,0,1719362367254
1.0709,IC MARKETS:1,1719362352060,0,1719362367254
1.07091,IC MARKETS:1,1719362352554,0,1719362367254
1.0709,IC MARKETS:1,1719362354758,0,1719362367254
1.07091,IC MARKETS:1,1719362355330,0,1719362367254
1.07092,IC MARKETS:1,1719362358301,0,1719362367254
1.07091,IC MARKETS:1,1719362358796,0,1719362367254
1.07092,IC MARKETS:1,1719362359180,0,1719362367254
1.07091,IC MARKETS:1,1719362359338,0,1719362367254
1.07092,IC MARKETS:1,1719362359498,0,1719362367254
1.07091,IC MARKETS:1,1719362361065,0,1719362367254
1.07092,IC MARKETS:1,1719362365651,0,1719362367254
1.07091,IC MARKETS:1,1719362365835,0,1719362391127
1.07092,IC MARKETS:1,1719362366063,0,1719362391127

1.07091,IC MARKETS:1,1719362400304,0,1719362410277
1.07092,IC MARKETS:1,1719362401498,0,1719362410277
1.07091,IC MARKETS:1,1719362402094,0,1719362410278
1.07092,IC MARKETS:1,1719362402299,0,1719362410278
1.07091,IC MARKETS:1,1719362404001,0,1719362410278
1.07092,IC MARKETS:1,1719362404295,0,1719362410278
1.07093,IC MARKETS:1,1719362404497,0,1719362410278
1.07092,IC MARKETS:1,1719362404896,0,1719362410278
1.07093,IC MARKETS:1,1719362405299,0,1719362410278
